"http://rss.cnn.com/rss/cnn_topstories.rss", "", ""
http://rss.cnn.com/rss/cnn_world.rss
http://rss.cnn.com/rss/cnn_us.rss
http://rss.cnn.com/rss/cnn_allpolitics.rss
http://rss.cnn.com/rss/cnn_crime.rss
http://rss.cnn.com/rss/cnn_tech.rss
http://rss.cnn.com/rss/cnn_health.rss
http://rss.cnn.com/rss/cnn_travel.rss
http://rss.cnn.com/rss/cnn_mostpopular.rss
http://rss.cnn.com/rss/cnn_latest.rss
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/front_page/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/africa/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/americas/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/asia-pacific/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/europe/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/middle_east/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/south_asia/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/uk_news/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/business/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/health/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/science/nature/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/technology/rss.xml
http://newsrss.bbc.co.uk/rss/newsonline_world_edition/entertainment/rss.xml
http://rss.news.yahoo.com/rss/topstories
http://rss.news.yahoo.com/rss/us
http://rss.news.yahoo.com/rss/elections
http://rss.news.yahoo.com/rss/terrorism
http://rss.news.yahoo.com/rss/world
http://rss.news.yahoo.com/rss/mideast
http://rss.news.yahoo.com/rss/iraq
http://rss.news.yahoo.com/rss/politics
http://rss.news.yahoo.com/rss/business
http://rss.news.yahoo.com/rss/tech
http://rss.news.yahoo.com/rss/sports
http://rss.news.yahoo.com/rss/entertainment
http://rss.news.yahoo.com/rss/health
http://rss.news.yahoo.com/rss/oddlyenough
http://rss.news.yahoo.com/rss/science
http://rss.news.yahoo.com/rss/obits
http://rss.news.yahoo.com/rss/mostemailed
http://rss.news.yahoo.com/rss/mostviewed
http://rss.news.yahoo.com/rss/highestrated
http://www.nytimes.com/services/xml/rss/nyt/HomePage.xml
http://www.nytimes.com/services/xml/rss/nyt/GlobalHome.xml
http://www.nytimes.com/services/xml/rss/nyt/World.xml
http://www.nytimes.com/services/xml/rss/nyt/Americas.xml
http://www.nytimes.com/services/xml/rss/nyt/Europe.xml
http://www.nytimes.com/services/xml/rss/nyt/Africa.xml
http://www.nytimes.com/services/xml/rss/nyt/AsiaPacific.xml
http://www.nytimes.com/services/xml/rss/nyt/MiddleEast.xml
http://www.nytimes.com/services/xml/rss/nyt/US.xml
http://www.nytimes.com/services/xml/rss/nyt/Politics.xml
http://feeds.nytimes.com/nyt/rss/Business
http://www.nytimes.com/services/xml/rss/nyt/GlobalBusiness.xml
http://feeds.nytimes.com/nyt/rss/Technology
http://www.nytimes.com/services/xml/rss/nyt/companies.xml
http://www.nytimes.com/services/xml/rss/nyt/start-ups.xml
http://www.nytimes.com/services/xml/rss/nyt/Sports.xml
http://www.nytimes.com/services/xml/rss/nyt/GlobalSports.xml
http://www.nytimes.com/services/xml/rss/nyt/Science.xml
http://www.nytimes.com/services/xml/rss/nyt/Health.xml
http://www.nytimes.com/services/xml/rss/nyt/pop_top.xml
http://nytimes.com/timeswire/feeds/
http://twitter.com/statuses/user_timeline/6017542.rss